show_id,rating,duration,listed_in,description
s4729,TV-PG,98 min,"Comedies, International Movies, Music & Musicals",A remote village situated neither in India or Pakistan becomes its own republic after inmates at the local mental asylum bust loose and take over.
s4730,TV-14,109 min,"International Movies, Music & Musicals, Romantic Movies","A financially troubled Indian man heads to Singapore to find employment, while his pretty wife stays behind in a move that could cause trouble."
s4731,TV-14,168 min,"Action & Adventure, Dramas, International Movies","A courageous villager moves to the ancient city of Mohenjo Daro, where he falls for the daughter of a priest and does battle with a tyrant."
s4732,TV-14,162 min,"Dramas, International Movies, Thrillers","When the American-educated scion of a powerful Indian family returns to the subcontinent, his first taste of power starts him down a corrupt path."
s4733,TV-14,159 min,"Dramas, International Movies",An idealistic English filmmaker casts a group of student actors in her docudrama about India's revolution against British rule in the 1920s.
s4734,TV-14,137 min,"Action & Adventure, Comedies, International Movies","A con man uncovers a deadly secret and must save his lady love, the little girl who insists she's his daughter and the small-town locals from the mob."
s4735,TV-14,133 min,"Dramas, International Movies, Romantic Movies","Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again."
s4736,TV-14,127 min,"Comedies, International Movies, Romantic Movies","Mini isn't eager to wed the rich suitor who's been chosen for her, so she stages her own kidnapping and runs off with a man who works for her father."
s4737,TV-14,131 min,"Comedies, International Movies, Romantic Movies",Three cheating husbands end up paying the price for their infidelities when their spouses hire a private detective – who falls for one of the wives.
s4738,TV-PG,90 min,"Children & Family Movies, Dramas, Independent Movies","A charming allegory based on a novella by Ruskin Bond, this visually stunning film from India explores themes of greed, loneliness, longing and loss."
s4739,TV-G,1 Season,"Docuseries, International TV Shows",This series looks at the stories behind the athletes and countries that have achieved World Cup champion status.
s4740,TV-MA,88 min,Documentaries,"On the 200th anniversary of the Battle of Waterloo, thousands of enthusiasts reenact the epic clash. But there can only be one Napoleon."
s4741,TV-MA,87 min,"Dramas, Independent Movies, International Movies","After learning she's pregnant, a teen grapples with the consequences while trying to go about her life as if nothing has changed."
s4742,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","High schooler Ayumi's perfect world evaporates when her envious classmate Zenko somehow steals her body, her boyfriend and her life."
s4743,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",People bring their stories of missed lust connections to an objective panel of experts who then judge whether they could have gone all the way or not.
s4744,TV-MA,2 Seasons,"International TV Shows, TV Comedies","At the height of the Cold War in 1960, André Merlaux joins the French Secret Service and contends with enemies both foreign and bureaucratic."
s4745,TV-MA,2 Seasons,"Anime Series, International TV Shows","A young man becomes host to a legendary infernal sword and, with the fate of humanity now in his arm, wields its demonic power against his enemies."
s4746,TV-PG,82 min,Movies,"Kath and Kel's union is tested by Michael Bublé, daughter Kim tries pole dancing, pal Sharon finds love online, and a stalker lurks amid Yuletide cheer."
s4747,TV-14,86 min,Comedies,"Chipper baby boomer Kath, diva daughter Kim and hapless pal Sharon visit Papilloma, Italy, where a royal romance and knockoff fashions await."
s4748,TV-MA,6 Seasons,TV Comedies,"As Kath prepares to wed fine-meats purveyor Kel, her daughter Kim moves back home after becoming disillusioned with her two-month marriage to Brett."
s4749,TV-MA,100 min,"Comedies, Horror Movies, International Movies","A group of students celebrates New Year's at a remote Belgian estate, where their substance-fueled revelry soon descends into a bloodstained nightmare."
s4750,TV-MA,57 min,Stand-Up Comedy,"A study in contrasts, comedy partners and good friends Coco Celis and Raúl Meneses alternate separate stand-up sets for double the laughs."
s4751,TV-MA,3 Seasons,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure","This drama series chronicles the true story of the rise, capture and escape of notorious Mexican drug lord Joaquín ""El Chapo"" Guzmán."
s4752,TV-MA,95 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","Plagued by dreams of an alien invasion, a family man faces his worst nightmare when an extraterrestrial force begins exterminating Earth's inhabitants."
s4753,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","Seeking a greater justice, a band of homeless assassins flays their human targets and delivers the tattooed skins as proof of a contract fulfilled."
s4754,TV-14,101 min,Documentaries,This eye-opening look at the fast-growing medical device industry reveals how the rush to innovate can lead to devastating consequences for patients.
s4755,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","When an evicted single mom's estranged father dies, she and his second wife cover up his death after learning they've been written out of his will."
s4756,TV-PG,124 min,"Dramas, International Movies","A dedicated government official puts his career in jeopardy by insisting that India become a nuclear power, a goal that powerful forces resist."
s4757,TV-MA,72 min,Stand-Up Comedy,"Newly engaged comic Iliza Shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what's to come."
s4758,TV-MA,93 min,"International Movies, Thrillers","After his friend is shot, Jon finds a mathematical pattern behind deaths that occurred at the same location and sets out to warn the next young victim."
s4759,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV","Meet eccentric homeowners whose seemingly ordinary spaces are full of surprises, from a backyard roller coaster to an indoor aquarium."
s4760,TV-MA,1 Season,"Docuseries, International TV Shows","From a nuclear lake to a haunted forest, journalist David Farrier visits unusual – and often macabre – tourism spots around the world."
s4761,PG,92 min,"Children & Family Movies, Comedies","As his flock's annual migration nears, a carefree goose is grounded with an injury and takes a pair of lost ducklings under his wing."
s4762,TV-MA,95 min,Comedies,A drunken debate between two recent college grads about whose father would win in a fight leads to mayhem when their dads take the challenge seriously.
s4763,TV-Y7,4 Seasons,"Kids' TV, TV Comedies","A misfit alien named Oh moves in with Tip and her family, in a series that picks up the dynamic duo's adventures where the hit film left off."
s4764,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar."
s4765,TV-Y,2 Seasons,Kids' TV,"Luna Petunia returns to magical Amazia, adding memories to her scrapbook with old friends – and a new pal from the Animal Empire."
s4766,PG,133 min,"Dramas, Faith & Spirituality, International Movies",This biographical drama traces the rise to fame of controversial Brazilian evangelical leader and business titan Edir Macedo.
s4767,TV-MA,85 min,"Comedies, International Movies",Four childhood buddies in passionless marriages try a counterintuitive idea: a secret club for men who want to cheat – to regain lust for their wives.
s4768,TV-14,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",The extraordinary life and career of flamenco legend Camarón de la Isla is covered in this sweeping biography series.
s4769,TV-14,105 min,"Documentaries, International Movies, Music & Musicals","This documentary looks back on the life of legendary flamenco singer Camarón, who went from humble roots to rock star status to a tragic early death."
s4770,TV-14,101 min,"Action & Adventure, Anime Features, International Movies","On Earth, Haruo and his companions make contact with the indigenous Houtua tribe. To defeat Godzilla, they set out for the old Mechagodzilla facility."
s4771,TV-G,88 min,"Children & Family Movies, Dramas, International Movies","After moving to Australia, an American teen convinces her new friends to form a cheer squad and take on their biggest rivals in competition."
s4772,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Trending news, pop culture, social media, original sketches and more come together in host Joel McHale's new weekly comedy commentary show."
s4773,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Dong Shancai is determined to excel at her dream university, where she encounters an elite clique of dashing, popular high-achievers – and finds love."
s4774,TV-MA,113 min,"Action & Adventure, Sci-Fi & Fantasy","When a mysterious disaster turns the country into a war zone, a young lawyer heads west with his future father-in-law to find his pregnant fiancée."
s4775,TV-MA,71 min,Stand-Up Comedy,"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special."
s4776,TV-MA,75 min,"Horror Movies, Independent Movies, International Movies",A shocking assault inspires horrific violence when a group of teens encounters a girl from their school while camping in a remote spot.
s4777,TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas","Cadets from every level of Israeli society undergo intense training to join their country's elite, highly classified intelligence service, the Mossad."
s4778,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Reality TV","Step into the cutthroat world of kids' ballroom dancing, where ambitious instructors, proud parents and pint-sized performers waltz to win."
s4779,TV-MA,2 Seasons,"Crime TV Shows, Docuseries","Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down."
s4780,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A young boy who ends up in the U.S. after the 1871 Shinmiyangyo incident returns to Korea at a historical turning point and falls for a noblewoman.
s4781,TV-PG,2 Seasons,"Docuseries, International TV Shows",Follow renowned soccer club Juventus on and off the pitch as they attempt to win a seventh straight Italian title and achieve Champions League glory.
s4782,TV-14,66 min,Stand-Up Comedy,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.
s4783,TV-14,83 min,"Action & Adventure, Comedies, Dramas",A star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can't be forced.
s4784,TV-MA,110 min,"Dramas, Independent Movies, International Movies",An animal trapper living in an abandoned mountain town in northern Spain seeks to resolve his loneliness by securing a wife.
s4785,TV-PG,88 min,"Children & Family Movies, Dramas",A loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.
s4786,TV-MA,77 min,Stand-Up Comedy,"Luminous funnywoman Sommore wows Miami with her unique take on body modification, Internet sex, the world of celebrities and more."
s4787,TV-MA,58 min,Stand-Up Comedy,"""Last Comic Standing"" winner Felipe Esparza runs riot in his first comedy special with his wry comments on life as a wild man from East Los Angeles."
s4788,TV-MA,69 min,Stand-Up Comedy,"At 78, Joan Rivers has no interest in slowing down, and no one's immune from her caustic barbs in this stand-up special."
s4789,TV-MA,61 min,Stand-Up Comedy,"Urban comic Katt Williams ushers in Kattpacalypse, exploding with more energy than an atomic bomb and riffing on everything from Doomsday to Obama."
s4790,TV-14,88 min,"Comedies, Dramas, International Movies","Strapped for cash, a traveling projectionist begins to run a DVD pirating business, putting him at odds with his young, skeptical son."
s4791,TV-14,122 min,"Comedies, Dramas, International Movies","A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias."
s4792,TV-MA,60 min,Stand-Up Comedy,Left brain and right brain duke it out – and ultimately belt out a melody – in stand-up comedian Bo Burnham's quick and clever one-man show.
s4793,TV-14,166 min,"Dramas, International Movies, Romantic Movies","Priya and Raj are polar opposites. Raj is brash and earthy, while Pirya is sophisticated and something of a perfectionist in all she does. They really are like oil and water, but nonetheless, they dare to fall in love."
s4794,TV-14,107 min,"Comedies, Dramas, International Movies",A man's instant attraction to a woman becomes an obsession as he adopts a friend's identity and even commits murder in order to get closer to her.
s4795,TV-MA,94 min,"Dramas, Independent Movies, LGBTQ Movies","Wary of dishonesty in relationships, two young women embark on a 24-hour experiment on intimacy, but their romance flounders as the clock winds down."
s4796,TV-PG,87 min,"Children & Family Movies, Comedies, Dramas",An intelligent boy born into poverty befriends the son of a once noble family and is inspired by the life of India's president to pursue an education.
s4797,TV-14,92 min,"Dramas, International Movies, Thrillers","After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction."
s4798,TV-14,130 min,"Comedies, Dramas, International Movies","To her Indian parents' dismay, London-born Jasmeet ""Jazz"" Malhotra longs for everything Western, including her British boyfriend. On a family trip to India, her father arranges Jazz's nuptials to Arjun Ballu Singh, who's smitten with his new bride."
s4799,TV-14,15 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Follow the quirky agents of the NCIS – the Naval Criminal Investigative Service – as they track down terrorists and other high-profile criminals.
s4800,TV-14,88 min,"Horror Movies, International Movies","During Mexico's War of Independence, a group of men face unimaginable horrors when they attempt to steal from the seemingly helpless Cordero sisters."
s4801,TV-14,128 min,"Comedies, Dramas, International Movies",An astute but old-fashioned law clerk steps up to help the owner of a cafe in a legal battle that has both business and personal ramifications.
s4802,TV-MA,96 min,"Documentaries, Music & Musicals","DJs and industry insiders offer a backstage pass to the world of electronic dance music, reflecting on its radical origins and the future of the genre."
s4803,TV-MA,94 min,"Dramas, Independent Movies, International Movies","A drug dealer starts having doubts about his trade as his brother, his client, and two rappers from the slums each battle their own secret addictions."
s4804,TV-MA,69 min,Stand-Up Comedy,"Funnyman Bill Burr takes the stage to uncork a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more."
s4805,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries","A local news producer is given one chance to relive a deadly week and stop a serial killer. If she fails, she'll lose her daughter forever."
s4806,TV-MA,90 min,"Horror Movies, Independent Movies, International Movies","While traveling with her German boyfriend, Selma is confronted by the violent remnants of the Bosnian War and the ethnic cleansing her family faced."
s4807,TV-MA,101 min,"Dramas, International Movies, Thrillers",Two lifelong friends on a hunting trip in Scotland find their nerves – and their morals – ruthlessly tested after a harrowing turn of events.
s4808,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV","In this history-steeped reality series, 14 contestants undergo the same rigorous four-day selection process as Britain's top-secret World War II spies."
s4809,TV-MA,77 min,Stand-Up Comedy,"Chilean comedian and personality Jani Dueñas pours out her feelings on issues that are all too universal, from aging to dieting to sex."
s4810,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",A lonely young woman hooked on a virtual reality game befriends a party girl who leads her into a world of new thrills and dark secrets.
s4811,TV-14,89 min,"Comedies, Dramas, International Movies","Convinced Mexico will lose the World Cup qualifier without him, a soccer superfan faces an impossible choice when family obligations stand in his way."
s4812,TV-MA,90 min,Documentaries,"In a region ravaged by opioid abuse, four young men in a farming-based rehab forge a bond as they try to reinvent their lives after years of addiction."
s4813,R,98 min,"Sci-Fi & Fantasy, Thrillers","Kidnapped by an inventor who uses her as a test subject to perfect his robotic AI, a street-smart young woman tries to escape her high-tech prison."
s4814,TV-Y7,1 Season,"Kids' TV, TV Comedies","With her dad away, Mavis is so ready for adventure – if strict Aunt Lydia doesn't stop her first. Set four years before the ""Hotel Transylvania"" film."
s4815,TV-MA,66 min,Stand-Up Comedy,"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid."
s4816,TV-MA,1 Season,"International TV Shows, TV Comedies","Left deeply in debt after their boss flees the country, four import company employees start producing online video content to keep themselves afloat."
s4817,TV-MA,103 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","In the wake of a global catastrophe, the human survivors are ""uploaded"" into a cyber network, but someone or something is infiltrating the system."
s4818,TV-MA,95 min,"Comedies, International Movies, LGBTQ Movies","Just as Simone works up the courage to tell her conservative Jewish family she's a lesbian, she finds herself attracted to a male Senegalese chef."
s4819,TV-14,1 Season,TV Dramas,"Cured of what she thought was terminal cancer, Stella Abbott faces a slew of experiences – good and bad – resulting from years of ""living for today."""
s4820,PG-13,89 min,"Dramas, Independent Movies, International Movies","Stricken with seizures, psychosis and memory loss, a young New York Post reporter visits doctor after doctor in search of an elusive diagnosis."
s4821,TV-MA,74 min,International Movies,"Illusionist Derren Brown reinvents the concept of ""faith healing” through a series of stunts that debunk the confines of fear, pain and disbelief."
s4822,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas","A hoodie-wearing, unbreakable ex-con fights to clear his name and save his neighborhood. He wasn't looking for a fight, but the people need a hero."
s4823,TV-MA,119 min,"Dramas, International Movies, Romantic Movies","Two strangers meet on a train and form a bond that evolves over the years. After a separation, they reconnect and reflect on their love for each other."
s4824,TV-MA,70 min,Stand-Up Comedy,"Australian comic Hannah Gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil."
s4825,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua – if only his mom will let him.
s4826,TV-MA,121 min,"Comedies, Dramas, International Movies","In the companion to 2013's ""Bombay Talkies,"" four short films by four of India's biggest directors explore love, sex and relationships in modern India."
s4827,TV-MA,106 min,"Comedies, International Movies","After surviving a bomb attack, two low-level mobsters in Jerusalem change their ways and set about making strangers' Wailing Wall prayers come true."
s4828,TV-G,74 min,"Documentaries, International Movies","Four scientists offer a sweeping yet intimate exploration of Peru's majestic coastline by land, sea and air."
s4829,TV-MA,106 min,"Comedies, Romantic Movies","In desperate need of a break from the office, two beleaguered assistants team up to trick their workaholic bosses into falling in love."
s4830,PG-13,113 min,"Dramas, Independent Movies, International Movies","Decades after being abandoned as a young child, Chiara finds her mother and asks her to spend 10 days together in a remote location."
s4831,TV-MA,119 min,"Dramas, International Movies","In this compelling true story, two Peruvian detectives go undercover to locate and capture the elusive leader of the Shining Path guerrilla army."
s4832,TV-Y,1 Season,Kids' TV,The power of friendship can solve any problem – and the Rainbow Kingdom's got plenty to go around. Cue Bartleby and True for the rescue!
s4833,TV-Y,1 Season,Kids' TV,Do-gooding True and Bartleby will go anywhere to make wishes come true – from the bottom of the Living Sea to the tip of Mount Tippy Tippy Top!
s4834,TV-MA,100 min,"Comedies, Dramas, Independent Movies",High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.
s4835,TV-MA,110 min,"Comedies, Independent Movies, International Movies","After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart."
s4836,TV-MA,66 min,Stand-Up Comedy,Mexican stand-up comedian Franco Escamilla draws his jokes from real-life experiences – and he's willing to do anything for new material.
s4837,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries","Accident or murder? After the mysterious death of his wife, author Michael Peterson watches his life go under the microscope."
s4838,TV-14,4 Seasons,TV Dramas,"After returning from a dangerous tour of duty, an Army doctor finds that working the night shift at a San Antonio hospital can be treacherous, too."
s4839,TV-Y7,2 Seasons,"Anime Series, Kids' TV","Aided by tablets found near a downed meteorite, Max, Rex and Zoe race the evil Alpha Gang as they travel the globe in search of living dinosaurs."
s4840,TV-14,126 min,"Dramas, International Movies","A young woman eager to avoid an arranged marriage moves to Mumbai, where she learns hard truths about show business, life and love."
s4841,TV-MA,130 min,"Dramas, International Movies, Thrillers",A top student gets pulled into a cheating racket with increasingly higher risks and even higher rewards. But she may lose much more than she gains.
s4842,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Survivors and first responders share personal stories of anguish, kindness and bravery that unfolded amid the Paris terror attacks of Nov. 13, 2015."
s4843,TV-MA,110 min,"Dramas, Independent Movies","After serving time for a crime he didn’t commit, a 38-year-old man forms a complicated, life-altering bond with the woman who advocated for his early release."
s4844,TV-MA,85 min,"Documentaries, International Movies, Sports Movies","Over the course of one memorable and adventure-filled year, Felix Starck documents his 18,000-kilometer bicycle journey across 22 countries."
s4845,TV-14,4 Seasons,TV Comedies,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore."
s4846,TV-MA,5 Seasons,TV Comedies,"It's the Emmy-winning story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together."
s4847,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",Nobody's safe as Michelle Wolf unapologetically takes aim in this weekly topical show that blends sketches with live comedy and in-studio guests.
s4848,TV-MA,117 min,"Dramas, International Movies, Thrillers","A naive Madrid lawyer travels to Africa to search for her younger sister, who has gone missing in a part of Congo plagued by violence and strife."
s4849,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Reunited with her best friend’s younger brother, who’s back from a stint abroad, a recently dumped career woman begins to see him in a new light."
s4850,TV-MA,63 min,Stand-Up Comedy,Argentine actor and comedian Fernando Sanjiao uses humor and impersonations to explore the concepts of masculinity and fatherhood in modern times.
s4851,TV-MA,94 min,"Comedies, Romantic Movies","When Harper is sent to Spain for an important work meeting, her hard-partying friends tag along and convince her to pursue a fling with a famous DJ."
s4852,TV-14,74 min,Stand-Up Comedy,"Longtime pals and showbiz icons Steve Martin and Martin Short share countless quips, catchy tunes and hilarious stories about their lives in comedy."
s4853,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds. Created by Guillermo del Toro."
s4854,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies","There's an organization gathering espers for a nefarious purpose. Powerful psychic Mob, however, is just trying to be the protagonist of his own life."
s4855,TV-14,58 min,Stand-Up Comedy,"Comedian Tig Notaro unleashes her inner prankster in a playful stand-up special packed with funny anecdotes, parenting confessions and more."
s4856,TV-MA,117 min,"Comedies, International Movies, Romantic Movies","Amid growing tensions in their marriage, a Johannesburg professor and his journalist wife find their lives upended by a famous, hard-partying author."
s4857,TV-Y,1 Season,Kids' TV,"True and her friends are making music – and they want you to dance and sing along. So cut loose, silly goose! These fun beats are totally sweet."
s4858,TV-Y7,4 Seasons,"Crime TV Shows, Kids' TV, TV Comedies","Inspector Gadget is back and must face his old enemy, the evil Dr. Claw, who has reactivated MAD, his global crime syndicate."
s4859,TV-MA,89 min,Stand-Up Comedy,"An aspiring actor leaves Hollywood and takes to the road to do stand-up after he's cast in a series of increasingly stereotypical ""black"" roles."
s4860,TV-MA,66 min,"Documentaries, International Movies","Epicureans and experts trace the migration of Italian cuisine and its evolution in the Americas, delving into the ideas of origin, diaspora and heritage."
s4861,TV-MA,158 min,"Action & Adventure, Dramas, International Movies","When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs."
s4862,PG-13,100 min,"Action & Adventure, Anime Features, Classic Movies","Lupin, his sidekick, Jigen, and the samurai warrior Goemon set out to take over an evil counterfeit operation at Count Cagliostro's fortress."
s4863,TV-MA,1 Season,"Anime Series, International TV Shows",This anime adventure follows the battle between a saint of Athena and an avatar of Hades who's working on a painting that could destroy the world.
s4864,TV-MA,64 min,Stand-Up Comedy,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood."
s4865,TV-MA,92 min,"Comedies, Independent Movies",Struggling writer Wally Spivak is stuck in a rut – until he meets an engaged couple and starts to see life in a whole new way.
s4866,TV-14,3 Seasons,Stand-Up Comedy & Talk Shows,Emmy-winning host Bill Nye brings experts and famous guests to his lab for a talk show exploring scientific issues that touch our lives.
s4867,TV-MA,63 min,Stand-Up Comedy,Mexican comic Carlos Ballarta mocks himself and points out the absurdities of parenthood and how he uses his wife's pregnancies to avoid commitments.
s4868,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",This baffling true crime story starts with the grisly death of a pizza man who robs a bank with a bomb around his neck – and gets weirder from there.
s4869,TV-14,105 min,"Comedies, Romantic Movies","When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend."
s4870,TV-PG,1 Season,"Kids' TV, TV Comedies",Fresh voices bring some of the most famous names in history to life. A live-action sketch comedy show based on the series of best-selling books.
s4871,TV-MA,67 min,Stand-Up Comedy,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special."
s4872,TV-14,91 min,"Comedies, International Movies",Germany's most celebrated actor is commissioned by Nazi propagandist Joseph Goebbels to prepare the leader of the Third Reich to deliver a speech.
s4873,TV-MA,92 min,Horror Movies,"A former addict moves to a new city with her children for a fresh start, but her struggle soon takes on an unexpected, supernatural dimension."
s4874,G,87 min,"Children & Family Movies, Comedies, Music & Musicals","Talented pooches from around the world compete to be the next Pup Star, but behind-the-scenes schemes threaten to ruin the fun."
s4875,TV-G,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedy icon Carol Burnett returns to TV with a panel of clever kids, who help adults and celebrity guests solve their problems with brutal honesty."
s4876,TV-MA,100 min,"Dramas, Sci-Fi & Fantasy, Thrillers","In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records."
s4877,TV-MA,113 min,Stand-Up Comedy,"In an eclectic one-man show, French superstar Dany Boon reflects on his homeland, his first comedy gig and the challenges of parenting hostile teens."
s4878,TV-PG,40 min,Documentaries,"Facing an inevitable outcome, terminally ill patients meet extraordinary medical practitioners seeking to change our approach to life and death."
s4879,TV-MA,105 min,"Dramas, International Movies","Threatened by creditors, a newly unemployed man agrees to work for a debt collector, but soon discovers his deal with the devil has unexpected costs."
s4880,TV-Y7,2 Seasons,Kids' TV,"In 2050, an evil scientist is about to unleash an army of robotic dinosaurs. Now it's up to Kong and friends to fight back and save the day."
s4881,TV-14,94 min,"Comedies, International Movies, Romantic Movies","When a 17-year-old learns the TV news host she pines for is engaged, she and her best friend launch an elaborate plan to prevent his marriage."
s4882,TV-MA,109 min,"Action & Adventure, International Movies",A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.
s4883,TV-MA,99 min,"Comedies, Dramas, International Movies","Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt."
s4884,TV-MA,89 min,"Comedies, International Movies","When four unhappy couples attend a spiritual retreat at a resort to try and solve their relationship troubles, shenanigans ensue."
s4885,TV-MA,92 min,"Action & Adventure, International Movies",Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.
s4886,TV-MA,105 min,"Dramas, International Movies","When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge."
s4887,TV-14,130 min,"Action & Adventure, Dramas, Independent Movies","A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesn't have the papers to get there."
s4888,TV-PG,69 min,"Documentaries, International Movies","In Naples, Buenos Aires and New York, people reflect on the Neapolitan tradition of ""suspended coffee"" and how it changed their lives."
s4889,TV-MA,98 min,"Action & Adventure, Independent Movies","To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza."
s4890,TV-MA,90 min,"Comedies, International Movies","A Spaniard working in Argentina sees his life upended after accidentally giving bad directions to a passerby, who demands compensation for the error."
s4891,TV-MA,65 min,Stand-Up Comedy,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special."
s4892,PG,92 min,"Comedies, International Movies, Romantic Movies","Just in time for Valentine's Day, a program developer pitches a revolutionary dating algorithm to her new CEO, who volunteers them as guinea pigs."
s4893,TV-Y,19 min,Movies,"Pocoyo gears up for exciting car races and learns that friends, teamwork and imagination are what matter the most."
s4894,TV-Y,25 min,Movies,"Acrobatic aliens arrive on spaceships and perform for everyone, but when angry aliens arrive as well, Pocoyo and his friends must now put on a show."
s4895,TV-Y,22 min,Movies,"To celebrate the carnival, everyone learns to dance to different music. Plus, Pocoyo's friends surprise him with something delicious."
s4896,TV-Y,40 min,Movies,Pocoyo and his friends have a costume contest to celebrate Halloween and learn new things about planets and stars in space.
s4897,TV-Y,22 min,Movies,"Pocoyo finds a special toy and plays new games with his friends, then they’re spooked by a scary box and try to find out who’s inside."
s4898,TV-Y,24 min,Movies,"Everyone is getting excited for the games. Pocoyo plays baseball and golf, and races with his friends. Ready, set, go!"
s4899,TV-Y,1 Season,Kids' TV,"With his vivid imagination, Simon the rabbit searches for fun while learning about the importance of responsibility and communication."
s4900,TV-14,101 min,"Dramas, International Movies","Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive."
s4901,TV-PG,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows","Psychic Hiroyuki Ehara leads various celebrities through spiritual consultations, probing into their issues and spotlighting their accomplishments."
s4902,R,90 min,"Comedies, Dramas, Independent Movies","A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight."
s4903,TV-MA,96 min,"Comedies, International Movies","A group of patients with OCD wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each other's oddball quirks."
